class_id,class_name,current_package,is_misplaced,confidence,reasoning,suggested_package,evidence,method_used,analysis_time,analysis_timestamp
HtmlExporterTests,HtmlExporterTests,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OdsExporterTests,OdsExporterTests,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TemplatingExporterTests,TemplatingExporterTests,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TsvExporterTests,TsvExporterTests,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
XlsExporterTests,XlsExporterTests,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
XlsxExporterTests,XlsxExporterTests,com.google.refine.exporters,False,0.95,Class appears to be correctly placed,com.google.refine.exporters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SqlExporterTests,SqlExporterTests,com.google.refine.exporters.sql,False,0.95,Class appears to be correctly placed,com.google.refine.exporters.sql,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ClojureParserTest,ClojureParserTest,com.google.refine.expr,False,0.95,Class appears to be correctly placed,com.google.refine.expr,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CalenderParserTest,CalenderParserTest,com.google.refine.expr.util,False,0.95,Class appears to be correctly placed,com.google.refine.expr.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
JsonValueConverterTests,JsonValueConverterTests,com.google.refine.expr.util,False,0.95,Class appears to be correctly placed,com.google.refine.expr.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExcelImporterTests,ExcelImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FixedWidthImporterTests,FixedWidthImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ImporterUtilitiesTests,ImporterUtilitiesTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
JsonImporterTests,JsonImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LineBasedImporterTests,LineBasedImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MarcImporterTests,MarcImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OdsImporterTests,OdsImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RdfTripleImporterTests,RdfTripleImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SeparatorBasedImporterTests,SeparatorBasedImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TextFormatGuesserTests,TextFormatGuesserTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
WikitextImporterTests,WikitextImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
XmlImporterTests,XmlImporterTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
XmlImportUtilitiesStub,XmlImportUtilitiesStub,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
XmlImportUtilitiesTests,XmlImportUtilitiesTests,com.google.refine.importers,False,0.95,Class appears to be correctly placed,com.google.refine.importers,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EncodingGuesserTests,EncodingGuesserTests,com.google.refine.importing,False,0.95,Class appears to be correctly placed,com.google.refine.importing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ImportingJobStub,ImportingJobStub,com.google.refine.importing,False,0.95,Class appears to be correctly placed,com.google.refine.importing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ImportingManagerTests,ImportingManagerTests,com.google.refine.importing,False,0.95,Class appears to be correctly placed,com.google.refine.importing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ImportingUtilitiesTests,ImportingUtilitiesTests,com.google.refine.importing,False,0.95,Class appears to be correctly placed,com.google.refine.importing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MockServletInputStream,MockServletInputStream,com.google.refine.importing,False,0.95,Class appears to be correctly placed,com.google.refine.importing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
BlankDownTests,BlankDownTests,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FillDownTests,FillDownTests,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
KeyValueColumnizeTests,KeyValueColumnizeTests,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MassOperationTests,MassOperationTests,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MultiValuedCellJoinOperationTests,MultiValuedCellJoinOperationTests,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
MultiValuedCellSplitOperationTests,MultiValuedCellSplitOperationTests,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TextTransformOperationTests,TextTransformOperationTests,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TransposeColumnsIntoRowsOperationTest,TransposeColumnsIntoRowsOperationTest,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TransposeRowsIntoColumnsOperationTests,TransposeRowsIntoColumnsOperationTests,com.google.refine.operations.cell,False,0.95,Class appears to be correctly placed,com.google.refine.operations.cell,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnAdditionByFetchingURLsOperationTests,ColumnAdditionByFetchingURLsOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnAdditionOperationTests,ColumnAdditionOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnMoveFirstOperationTests,ColumnMoveFirstOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnMoveLastOperationTests,ColumnMoveLastOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnMoveLeftOperationTests,ColumnMoveLeftOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnMoveOperationTests,ColumnMoveOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnMoveRightOperationTests,ColumnMoveRightOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnMultiRemovalOperationTests,ColumnMultiRemovalOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnRemovalOperationTests,ColumnRemovalOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnRenameOperationTests,ColumnRenameOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnReorderOperationTests,ColumnReorderOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ColumnSplitOperationTests,ColumnSplitOperationTests,com.google.refine.operations.column,False,0.95,Class appears to be correctly placed,com.google.refine.operations.column,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExtendDataOperationTests,ExtendDataOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconciledDataExtensionJobStub,ReconciledDataExtensionJobStub,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconClearSimilarCellsOperationTests,ReconClearSimilarCellsOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconCopyAcrossColumnsOperationTests,ReconCopyAcrossColumnsOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconDiscardJudgmentsOperationTests,ReconDiscardJudgmentsOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconJudgeSimilarCellsOperationTests,ReconJudgeSimilarCellsOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconMarkNewTopicsOperationTests,ReconMarkNewTopicsOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconMatchBestCandidatesOperationTests,ReconMatchBestCandidatesOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconMatchSpecificTopicOperationTests,ReconMatchSpecificTopicOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconOperationTests,ReconOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ReconUseValuesAsIdsOperationTests,ReconUseValuesAsIdsOperationTests,com.google.refine.operations.recon,False,0.95,Class appears to be correctly placed,com.google.refine.operations.recon,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowAdditionOperationTests,RowAdditionOperationTests,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowDuplicatesRemovalOperationTests,RowDuplicatesRemovalOperationTests,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowFlagOperationTests,RowFlagOperationTests,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowKeepMatchedOperationTest,RowKeepMatchedOperationTest,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CountVerificationRowVisitor,CountVerificationRowVisitor,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowRemovalOperationTests,RowRemovalOperationTests,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
CountVerificationRowVisitor,CountVerificationRowVisitor,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowReorderOperationTests,RowReorderOperationTests,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowStarOperationTests,RowStarOperationTests,com.google.refine.operations.row,False,0.95,Class appears to be correctly placed,com.google.refine.operations.row,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
name,name,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ClassResolver,ClassResolver,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ClientSideResourceManager,ClientSideResourceManager,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
QualifiedPath,QualifiedPath,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ClientSideResourceBundle,ClientSideResourceBundle,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
HttpResponder,HttpResponder,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
LookupCacheManager,LookupCacheManager,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProjectLookup,ProjectLookup,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProjectManager,ProjectManager,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
to,to,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
SaveRecord,SaveRecord,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ProjectMetadata,ProjectMetadata,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RefineServlet,RefineServlet,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
AutoSaveTimerTask,AutoSaveTimerTask,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ClassMapping,ClassMapping,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
names,names,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
names,names,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
resolution,resolution,com.google.refine,False,0.95,Class appears to be correctly placed,com.google.refine,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DecoratedValue,DecoratedValue,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Engine,Engine,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Mode,Mode,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
EngineConfig,EngineConfig,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FilteredRecords,FilteredRecords,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FilteredRows,FilteredRows,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RecordFilter,RecordFilter,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RecordVisitor,RecordVisitor,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowFilter,RowFilter,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowVisitor,RowVisitor,com.google.refine.browsing,False,0.95,Class appears to be correctly placed,com.google.refine.browsing,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
Facet,Facet,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FacetConfig,FacetConfig,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FacetConfigResolver,FacetConfigResolver,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ListFacet,ListFacet,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DecoratedValueWrapper,DecoratedValueWrapper,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ListFacetConfig,ListFacetConfig,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
for,for,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
OtherChoice,OtherChoice,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NominalFacetChoice,NominalFacetChoice,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RangeFacet,RangeFacet,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RangeFacetConfig,RangeFacetConfig,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ScatterplotDrawingRowVisitor,ScatterplotDrawingRowVisitor,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ScatterplotFacet,ScatterplotFacet,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ScatterplotFacetConfig,ScatterplotFacetConfig,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TextSearchFacet,TextSearchFacet,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TextSearchFacetConfig,TextSearchFacetConfig,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TimeRangeFacet,TimeRangeFacet,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
TimeRangeFacetConfig,TimeRangeFacetConfig,com.google.refine.browsing.facets,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.facets,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
AllRowsRecordFilter,AllRowsRecordFilter,com.google.refine.browsing.filters,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.filters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
AnyRowRecordFilter,AnyRowRecordFilter,com.google.refine.browsing.filters,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.filters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
DualExpressionsNumberComparisonRowFilter,DualExpressionsNumberComparisonRowFilter,com.google.refine.browsing.filters,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.filters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionEqualRowFilter,ExpressionEqualRowFilter,com.google.refine.browsing.filters,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.filters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionNumberComparisonRowFilter,ExpressionNumberComparisonRowFilter,com.google.refine.browsing.filters,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.filters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionStringComparisonRowFilter,ExpressionStringComparisonRowFilter,com.google.refine.browsing.filters,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.filters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionTimeComparisonRowFilter,ExpressionTimeComparisonRowFilter,com.google.refine.browsing.filters,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.filters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
possible,possible,com.google.refine.browsing.filters,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.filters,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ConjunctiveFilteredRecords,ConjunctiveFilteredRecords,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ConjunctiveFilteredRows,ConjunctiveFilteredRows,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionBasedRowEvaluable,ExpressionBasedRowEvaluable,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionNominalValueGrouper,ExpressionNominalValueGrouper,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
IndexedNominalFacetChoice,IndexedNominalFacetChoice,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionNumericValueBinner,ExpressionNumericValueBinner,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
ExpressionTimeValueBinner,ExpressionTimeValueBinner,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
FilteredRecordsAsFilteredRows,FilteredRecordsAsFilteredRows,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
for,for,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
processes,processes,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NumericBinIndex,NumericBinIndex,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NumericBinRecordIndex,NumericBinRecordIndex,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
NumericBinRowIndex,NumericBinRowIndex,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
RowEvaluable,RowEvaluable,com.google.refine.browsing.util,False,0.95,Class appears to be correctly placed,com.google.refine.browsing.util,No misplacement indicators found,llm+embedding,26.85,2025-08-10T01:45:53.407266
